device_id,device_name,ip_address,os,device_type,scan_date,vulnerability_id,cve_publish_date,plugin_id,cvss_score,risk_score,exploit_available,patch_available,compliance_issue,vulnerability_age
DVC-10108,host-779,192.168.58.196,macOS Ventura,Workstation,2024-01-25,CVE-2016-96091,2023-10-19,73579,3.5,175.0,Yes,Yes,Yes,374
DVC-10007,host-966,192.168.175.60,macOS Ventura,Workstation,2024-07-04,CVE-2016-23123,2023-11-08,17221,3.8,190.0,Yes,No,Yes,213
DVC-10444,host-755,192.168.117.183,Windows 10,Workstation,2024-10-18,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,No,No,107
DVC-10285,host-676,192.168.141.219,Linux Ubuntu,Workstation,2024-05-25,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,No,Yes,253
DVC-10385,host-343,192.168.45.244,Linux RHEL,Server,2024-02-20,CVE-2020-91339,2023-08-19,78211,7.1,710.0,Yes,Yes,Yes,348
DVC-10241,host-900,192.168.124.162,macOS Ventura,Workstation,2024-10-11,CVE-2022-22071,2023-10-06,44456,4.2,315.0,Yes,Yes,Yes,114
DVC-10047,host-274,192.168.108.251,Windows Server 2019,Server,2024-08-05,CVE-2020-52132,2023-12-17,84771,7.3,730.0,Yes,No,No,181
DVC-10496,host-898,192.168.29.156,Windows 10,Workstation,2024-12-15,CVE-2017-1879,2023-12-20,42909,3.0,150.0,No,Yes,Yes,49
DVC-10231,host-381,192.168.139.162,Windows 10,Workstation,2024-08-06,CVE-2019-25998,2023-12-20,87779,9.1,1137.5,No,Yes,No,180
DVC-10021,host-484,192.168.30.20,Windows 10,Workstation,2024-03-08,CVE-2015-73445,2023-04-16,69893,0.3,15.0,No,No,No,331
DVC-10067,host-232,192.168.230.65,Windows 10,Workstation,2024-05-12,CVE-2017-13770,2023-08-30,27044,8.5,850.0,No,Yes,Yes,266
DVC-10024,host-541,192.168.223.126,Linux RHEL,Server,2024-05-16,CVE-2016-79262,2023-01-15,98252,0.4,20.0,No,No,No,262
DVC-10331,host-132,192.168.95.89,Linux RHEL,Server,2024-01-06,CVE-2019-7644,2023-01-18,48301,0.6,30.0,No,No,Yes,393
DVC-10364,host-126,192.168.190.204,Windows Server 2019,Server,2024-01-03,CVE-2022-3266,2023-07-21,92883,7.4,740.0,Yes,No,No,396
DVC-10381,host-904,192.168.199.221,Windows Server 2019,Server,2024-04-24,CVE-2016-50813,2023-09-14,15096,8.0,800.0,No,Yes,No,284
DVC-10450,host-852,192.168.99.130,macOS Ventura,Workstation,2024-01-21,CVE-2020-49170,2023-08-08,96660,5.9,442.5,Yes,Yes,Yes,378
DVC-10034,host-185,192.168.126.204,Linux RHEL,Server,2024-08-31,CVE-2019-42372,2023-05-21,77507,4.2,315.0,No,Yes,Yes,155
DVC-10469,host-401,192.168.169.231,Windows 10,Workstation,2024-07-19,CVE-2016-20839,2023-11-04,98458,5.0,375.0,Yes,Yes,Yes,198
DVC-10274,host-566,192.168.238.218,macOS Ventura,Workstation,2024-09-17,CVE-2024-15941,2023-03-08,56161,6.7,502.5,Yes,Yes,Yes,138
DVC-10311,host-405,192.168.64.124,Linux RHEL,Server,2024-12-03,CVE-2020-85643,2023-10-08,82570,8.0,800.0,No,Yes,Yes,61
DVC-10364,host-126,192.168.190.204,Windows Server 2019,Server,2024-03-05,CVE-2021-87424,2023-08-07,13459,0.4,20.0,No,Yes,Yes,334
DVC-10153,host-759,192.168.93.244,macOS Ventura,Workstation,2024-04-24,CVE-2015-89897,2023-12-05,62568,0.3,15.0,No,Yes,Yes,284
DVC-10279,host-691,192.168.228.106,Linux Ubuntu,Workstation,2024-11-15,CVE-2024-99919,2023-07-11,55818,0.1,5.0,Yes,Yes,No,79
DVC-10140,host-166,192.168.37.145,Windows Server 2019,Server,2024-05-21,CVE-2016-50813,2023-09-14,15096,8.0,800.0,Yes,No,Yes,257
DVC-10117,host-784,192.168.45.30,Linux RHEL,Server,2024-01-29,CVE-2019-4249,2023-11-01,72297,0.5,25.0,Yes,No,Yes,370
DVC-10186,host-394,192.168.53.230,Windows 10,Workstation,2024-12-28,CVE-2016-23123,2023-11-08,17221,3.8,190.0,Yes,Yes,No,36
DVC-10439,host-314,192.168.73.155,Linux Ubuntu,Workstation,2024-04-17,CVE-2022-3266,2023-07-21,92883,7.4,740.0,Yes,No,Yes,291
DVC-10315,host-798,192.168.38.148,Windows Server 2019,Server,2024-05-13,CVE-2015-89507,2023-01-29,92639,7.0,700.0,Yes,Yes,No,265
DVC-10369,host-982,192.168.211.71,Linux RHEL,Server,2024-10-28,CVE-2020-60267,2023-02-04,74606,4.7,352.5,No,Yes,No,97
DVC-10103,host-815,192.168.236.150,Linux Ubuntu,Workstation,2024-09-10,CVE-2018-28086,2023-04-27,70964,5.7,427.5,No,No,Yes,145
DVC-10078,host-716,192.168.39.143,Linux Ubuntu,Workstation,2024-06-05,CVE-2023-54564,2023-12-30,30299,9.0,1125.0,Yes,Yes,Yes,242
DVC-10278,host-540,192.168.119.73,Linux RHEL,Server,2024-04-09,CVE-2019-26456,2023-10-19,32730,0.3,15.0,No,No,No,299
DVC-10158,host-101,192.168.152.81,Windows Server 2019,Server,2024-01-02,CVE-2020-91265,2023-10-22,53699,8.8,880.0,No,No,Yes,397
DVC-10041,host-717,192.168.123.143,Windows Server 2019,Server,2024-10-31,CVE-2022-34455,2023-08-12,70641,4.4,330.0,Yes,Yes,Yes,94
DVC-10411,host-744,192.168.239.235,Windows Server 2019,Server,2024-03-18,CVE-2022-68569,2023-09-27,75339,4.6,345.0,No,No,No,321
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-01-23,CVE-2016-22146,2023-12-03,62394,8.3,830.0,Yes,Yes,No,376
DVC-10012,host-385,192.168.102.144,Linux Ubuntu,Workstation,2024-08-09,CVE-2016-96091,2023-10-19,73579,3.5,175.0,No,Yes,Yes,177
DVC-10103,host-815,192.168.236.150,Linux Ubuntu,Workstation,2024-07-01,CVE-2021-62607,2023-11-06,86526,5.1,382.5,No,No,No,216
DVC-10238,host-616,192.168.235.42,Linux Ubuntu,Workstation,2024-11-03,CVE-2017-67710,2023-02-22,17756,3.0,150.0,No,No,No,91
DVC-10027,host-607,192.168.51.24,Linux RHEL,Server,2024-09-26,CVE-2020-85643,2023-10-08,82570,8.0,800.0,No,No,No,129
DVC-10451,host-478,192.168.221.18,Linux RHEL,Server,2024-02-18,CVE-2019-95700,2023-03-20,88873,5.3,397.5,No,No,Yes,350
DVC-10425,host-641,192.168.27.49,Windows 10,Workstation,2024-09-19,CVE-2022-22005,2023-07-21,78493,7.5,750.0,Yes,No,No,136
DVC-10412,host-463,192.168.98.168,Linux Ubuntu,Workstation,2024-02-10,CVE-2015-47808,2023-12-04,53869,3.4,170.0,Yes,Yes,No,358
DVC-10352,host-882,192.168.198.115,Windows 10,Workstation,2024-03-27,CVE-2021-62607,2023-11-06,86526,5.1,382.5,No,No,No,312
DVC-10409,host-974,192.168.86.110,Linux RHEL,Server,2024-12-28,CVE-2023-75366,2023-01-08,17977,9.2,1150.0,Yes,Yes,No,36
DVC-10059,host-743,192.168.118.4,macOS Ventura,Workstation,2024-04-19,CVE-2019-72718,2023-12-05,38085,1.4,70.0,No,Yes,Yes,289
DVC-10131,host-487,192.168.39.218,Linux Ubuntu,Workstation,2024-02-25,CVE-2023-64214,2023-04-10,31099,0.7,35.0,No,Yes,Yes,343
DVC-10453,host-427,192.168.54.39,Linux Ubuntu,Workstation,2024-04-03,CVE-2022-98323,2023-07-31,23799,8.6,860.0,Yes,Yes,No,305
DVC-10106,host-911,192.168.0.233,macOS Ventura,Workstation,2024-09-09,CVE-2015-83513,2023-07-07,79248,6.7,502.5,No,No,Yes,146
DVC-10136,host-791,192.168.152.241,Linux RHEL,Server,2024-08-12,CVE-2015-69990,2023-01-04,17665,6.4,480.0,Yes,No,No,174
DVC-10048,host-966,192.168.170.220,macOS Ventura,Workstation,2024-12-08,CVE-2016-90365,2023-11-25,38153,5.5,412.5,No,Yes,Yes,56
DVC-10403,host-719,192.168.23.178,Linux RHEL,Server,2024-11-19,CVE-2016-97194,2023-02-28,84789,1.5,75.0,No,Yes,Yes,75
DVC-10218,host-674,192.168.207.207,macOS Ventura,Workstation,2024-04-29,CVE-2023-94147,2023-12-23,15574,5.4,405.0,Yes,No,Yes,279
DVC-10252,host-142,192.168.197.80,Linux RHEL,Server,2024-12-04,CVE-2016-60639,2023-01-31,53454,9.6,1200.0,No,No,Yes,60
DVC-10140,host-166,192.168.37.145,Windows Server 2019,Server,2024-08-13,CVE-2024-49739,2023-06-04,13222,2.9,145.0,No,Yes,No,173
DVC-10477,host-415,192.168.72.66,Windows 10,Workstation,2024-04-19,CVE-2016-60639,2023-01-31,53454,9.6,1200.0,No,Yes,No,289
DVC-10001,host-304,192.168.39.3,macOS Ventura,Workstation,2024-03-08,CVE-2015-83513,2023-07-07,79248,6.7,502.5,No,No,No,331
DVC-10090,host-594,192.168.60.35,Linux Ubuntu,Workstation,2024-06-27,CVE-2018-5251,2023-07-09,24418,6.9,517.5,Yes,No,No,220
DVC-10432,host-515,192.168.156.84,macOS Ventura,Workstation,2024-06-24,CVE-2018-28086,2023-04-27,70964,5.7,427.5,Yes,No,Yes,223
DVC-10367,host-421,192.168.227.142,Linux Ubuntu,Workstation,2024-08-01,CVE-2018-47018,2023-10-07,37888,0.4,20.0,Yes,No,Yes,185
DVC-10026,host-190,192.168.185.233,Linux RHEL,Server,2024-06-17,CVE-2022-22071,2023-10-06,44456,4.2,315.0,Yes,Yes,Yes,230
DVC-10490,host-982,192.168.213.237,Windows Server 2019,Server,2024-10-06,CVE-2024-5106,2023-04-02,58956,4.2,315.0,Yes,Yes,Yes,119
DVC-10105,host-807,192.168.69.53,macOS Ventura,Workstation,2024-02-23,CVE-2019-72718,2023-12-05,38085,1.4,70.0,Yes,Yes,Yes,345
DVC-10315,host-798,192.168.38.148,Windows Server 2019,Server,2024-12-12,CVE-2015-89803,2023-06-27,74761,10.0,1250.0,Yes,No,Yes,52
DVC-10232,host-237,192.168.3.22,Windows 10,Workstation,2024-12-29,CVE-2021-91685,2023-06-07,47352,6.3,472.5,No,No,No,35
DVC-10498,host-552,192.168.114.55,macOS Ventura,Workstation,2024-09-22,CVE-2024-6930,2023-03-10,27055,5.0,375.0,Yes,Yes,Yes,133
DVC-10487,host-559,192.168.74.35,macOS Ventura,Workstation,2024-05-01,CVE-2020-64235,2023-01-21,94805,4.0,300.0,Yes,No,Yes,277
DVC-10063,host-237,192.168.16.195,Linux RHEL,Server,2024-12-30,CVE-2020-91538,2023-10-27,62237,3.6,180.0,Yes,Yes,No,34
DVC-10263,host-591,192.168.222.23,Linux RHEL,Server,2024-01-15,CVE-2016-84063,2023-11-25,64887,5.2,390.0,Yes,Yes,Yes,384
DVC-10491,host-907,192.168.108.216,Linux Ubuntu,Workstation,2024-02-28,CVE-2021-17257,2023-08-29,59507,1.2,60.0,No,Yes,Yes,340
DVC-10331,host-132,192.168.95.89,Linux RHEL,Server,2024-03-04,CVE-2020-4145,2023-04-26,45605,3.9,195.0,No,No,No,335
DVC-10373,host-616,192.168.49.241,Linux Ubuntu,Workstation,2024-09-10,CVE-2015-22076,2023-06-21,16063,7.1,710.0,No,No,Yes,145
DVC-10007,host-966,192.168.175.60,macOS Ventura,Workstation,2024-06-10,CVE-2018-39433,2023-12-20,99674,5.7,427.5,Yes,Yes,Yes,237
DVC-10361,host-232,192.168.13.27,macOS Ventura,Workstation,2024-06-08,CVE-2021-45165,2023-02-16,86941,3.6,180.0,Yes,No,No,239
DVC-10094,host-931,192.168.242.162,Linux Ubuntu,Workstation,2024-04-17,CVE-2016-17353,2023-12-29,21411,6.1,457.5,No,Yes,Yes,291
DVC-10438,host-339,192.168.230.168,macOS Ventura,Workstation,2024-03-27,CVE-2023-46108,2023-08-29,15750,8.6,860.0,No,Yes,Yes,312
DVC-10202,host-180,192.168.29.235,Windows 10,Workstation,2024-06-23,CVE-2024-1239,2023-10-07,99679,4.1,307.5,Yes,No,Yes,224
DVC-10425,host-641,192.168.27.49,Windows 10,Workstation,2024-05-05,CVE-2016-97194,2023-02-28,84789,1.5,75.0,Yes,No,No,273
DVC-10161,host-535,192.168.177.106,Linux RHEL,Server,2024-01-26,CVE-2017-53462,2023-10-20,15450,3.1,155.0,Yes,Yes,Yes,373
DVC-10457,host-683,192.168.192.199,Windows Server 2019,Server,2024-10-26,CVE-2024-86767,2023-07-01,58891,8.0,800.0,Yes,No,No,99
DVC-10123,host-186,192.168.50.215,Windows Server 2019,Server,2024-12-17,CVE-2017-3747,2023-12-19,90013,2.5,125.0,Yes,No,Yes,47
DVC-10085,host-152,192.168.89.250,Linux Ubuntu,Workstation,2024-05-10,CVE-2015-16433,2023-05-26,19680,9.1,1137.5,No,Yes,Yes,268
DVC-10028,host-784,192.168.7.117,Linux Ubuntu,Workstation,2024-07-27,CVE-2018-47018,2023-10-07,37888,0.4,20.0,Yes,Yes,Yes,190
DVC-10023,host-431,192.168.21.183,Linux Ubuntu,Workstation,2024-05-25,CVE-2017-3747,2023-12-19,90013,2.5,125.0,Yes,Yes,No,253
DVC-10322,host-243,192.168.13.241,Windows 10,Workstation,2024-08-17,CVE-2018-86162,2023-10-11,69202,9.6,1200.0,Yes,No,Yes,169
DVC-10405,host-415,192.168.54.10,Linux RHEL,Server,2024-10-20,CVE-2016-20839,2023-11-04,98458,5.0,375.0,Yes,Yes,No,105
DVC-10325,host-295,192.168.84.91,Linux Ubuntu,Workstation,2024-08-29,CVE-2019-55995,2023-12-23,66907,9.5,1187.5,No,Yes,No,157
DVC-10130,host-962,192.168.39.204,Linux RHEL,Server,2024-02-09,CVE-2020-70506,2023-10-20,25977,8.5,850.0,No,Yes,No,359
DVC-10302,host-407,192.168.249.67,Windows Server 2019,Server,2024-09-18,CVE-2016-62977,2023-02-05,70358,4.3,322.5,Yes,Yes,Yes,137
DVC-10390,host-781,192.168.150.191,Linux RHEL,Server,2024-02-24,CVE-2016-86130,2023-03-12,49351,9.2,1150.0,No,No,No,344
DVC-10074,host-298,192.168.57.85,Windows 10,Workstation,2024-07-09,CVE-2017-93060,2023-03-08,10853,7.2,720.0,Yes,No,Yes,208
DVC-10244,host-232,192.168.179.162,Linux RHEL,Server,2024-04-25,CVE-2018-24061,2023-09-22,95581,5.7,427.5,Yes,Yes,No,283
DVC-10483,host-698,192.168.52.22,macOS Ventura,Workstation,2024-09-25,CVE-2016-22146,2023-12-03,62394,8.3,830.0,No,Yes,No,130
DVC-10389,host-785,192.168.181.72,Linux RHEL,Server,2024-02-27,CVE-2016-17408,2023-10-13,33165,1.9,95.0,Yes,Yes,Yes,341
DVC-10149,host-239,192.168.4.47,Windows 10,Workstation,2024-08-05,CVE-2017-44612,2023-02-20,57904,5.7,427.5,Yes,Yes,No,181
DVC-10172,host-585,192.168.149.239,Linux RHEL,Server,2024-09-24,CVE-2016-88182,2023-08-19,79893,5.9,442.5,Yes,No,No,131
DVC-10094,host-931,192.168.242.162,Linux Ubuntu,Workstation,2024-08-09,CVE-2021-17257,2023-08-29,59507,1.2,60.0,No,No,Yes,177
DVC-10140,host-166,192.168.37.145,Windows Server 2019,Server,2024-04-03,CVE-2018-80275,2023-03-29,44550,7.3,730.0,Yes,Yes,Yes,305
DVC-10089,host-163,192.168.114.239,Linux RHEL,Server,2024-05-18,CVE-2022-22005,2023-07-21,78493,7.5,750.0,No,Yes,Yes,260
DVC-10075,host-141,192.168.110.173,Windows Server 2019,Server,2024-04-09,CVE-2018-60761,2023-08-18,52994,9.0,1125.0,Yes,Yes,Yes,299
DVC-10439,host-314,192.168.73.155,Linux Ubuntu,Workstation,2024-04-03,CVE-2016-22146,2023-12-03,62394,8.3,830.0,Yes,No,No,305
DVC-10170,host-445,192.168.98.150,macOS Ventura,Workstation,2024-04-09,CVE-2022-68569,2023-09-27,75339,4.6,345.0,No,Yes,No,299
DVC-10005,host-461,192.168.150.40,Linux Ubuntu,Workstation,2024-09-09,CVE-2019-4249,2023-11-01,72297,0.5,25.0,No,No,No,146
DVC-10286,host-158,192.168.145.201,Linux Ubuntu,Workstation,2024-03-01,CVE-2018-78131,2023-08-22,36885,7.0,700.0,Yes,Yes,No,338
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-02-25,CVE-2016-82287,2023-03-15,34262,4.2,315.0,Yes,No,No,343
DVC-10293,host-439,192.168.68.64,Windows 10,Workstation,2024-03-16,CVE-2015-90330,2023-12-06,66601,8.8,880.0,Yes,No,No,323
DVC-10423,host-324,192.168.104.160,Windows Server 2019,Server,2024-09-16,CVE-2016-88106,2023-04-19,88974,6.8,510.0,No,No,Yes,139
DVC-10333,host-685,192.168.65.239,macOS Ventura,Workstation,2024-09-22,CVE-2017-3747,2023-12-19,90013,2.5,125.0,No,No,No,133
DVC-10367,host-421,192.168.227.142,Linux Ubuntu,Workstation,2024-10-28,CVE-2017-53063,2023-12-03,61140,7.7,770.0,No,No,No,97
DVC-10451,host-478,192.168.221.18,Linux RHEL,Server,2024-01-18,CVE-2015-37910,2023-10-19,64048,8.2,820.0,No,No,Yes,381
DVC-10347,host-817,192.168.242.110,Windows Server 2019,Server,2024-07-30,CVE-2022-48714,2023-07-28,59642,1.1,55.0,Yes,Yes,Yes,187
DVC-10036,host-522,192.168.28.18,Windows Server 2019,Server,2024-01-09,CVE-2024-35593,2023-10-03,66098,8.2,820.0,Yes,No,No,390
DVC-10336,host-664,192.168.235.1,macOS Ventura,Workstation,2024-02-01,CVE-2016-10178,2023-08-21,10493,3.8,190.0,No,No,No,367
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-09-22,CVE-2022-84844,2023-06-13,74900,3.5,175.0,No,Yes,Yes,133
DVC-10290,host-192,192.168.164.112,Linux RHEL,Server,2024-05-16,CVE-2016-11500,2023-02-27,38667,3.9,195.0,Yes,No,Yes,262
DVC-10046,host-384,192.168.239.129,Linux Ubuntu,Workstation,2024-05-15,CVE-2019-75410,2023-07-01,27148,3.9,195.0,No,No,No,263
DVC-10161,host-535,192.168.177.106,Linux RHEL,Server,2024-02-20,CVE-2015-70372,2023-05-14,86822,9.9,1237.5,Yes,No,Yes,348
DVC-10445,host-777,192.168.126.104,Linux RHEL,Server,2024-06-19,CVE-2018-25777,2023-06-12,66923,6.0,450.0,No,Yes,Yes,228
DVC-10031,host-485,192.168.192.149,Windows Server 2019,Server,2024-11-22,CVE-2020-49529,2023-04-14,11106,3.3,165.0,No,Yes,No,72
DVC-10188,host-226,192.168.87.38,Windows 10,Workstation,2024-12-05,CVE-2024-40612,2023-12-29,86287,3.6,180.0,Yes,Yes,Yes,59
DVC-10236,host-301,192.168.125.229,macOS Ventura,Workstation,2024-12-21,CVE-2022-96637,2023-11-17,41533,6.8,510.0,No,Yes,Yes,43
DVC-10288,host-928,192.168.117.167,Linux RHEL,Server,2024-10-22,CVE-2015-86324,2023-07-31,15846,1.2,60.0,No,Yes,No,103
DVC-10083,host-146,192.168.132.113,Windows 10,Workstation,2024-10-01,CVE-2016-43525,2023-01-28,74762,1.7,85.0,Yes,Yes,Yes,124
DVC-10316,host-302,192.168.27.34,Linux RHEL,Server,2024-10-20,CVE-2020-5998,2023-10-21,45859,8.9,890.0,Yes,No,Yes,105
DVC-10182,host-677,192.168.36.125,Linux Ubuntu,Workstation,2024-06-07,CVE-2023-90613,2023-03-28,26407,5.0,375.0,No,No,Yes,240
DVC-10003,host-439,192.168.56.5,Windows 10,Workstation,2024-04-16,CVE-2019-7644,2023-01-18,48301,0.6,30.0,No,No,No,292
DVC-10200,host-160,192.168.10.153,Linux Ubuntu,Workstation,2024-08-16,CVE-2015-69990,2023-01-04,17665,6.4,480.0,No,Yes,Yes,170
DVC-10424,host-395,192.168.159.39,macOS Ventura,Workstation,2024-02-12,CVE-2018-60761,2023-08-18,52994,9.0,1125.0,No,Yes,Yes,356
DVC-10287,host-501,192.168.175.188,Linux RHEL,Server,2024-09-28,CVE-2015-89803,2023-06-27,74761,10.0,1250.0,Yes,No,Yes,127
DVC-10128,host-174,192.168.54.205,Linux RHEL,Server,2024-06-26,CVE-2023-46550,2023-06-21,37338,9.2,1150.0,No,No,No,221
DVC-10101,host-278,192.168.91.201,Windows Server 2019,Server,2024-01-24,CVE-2024-71704,2023-07-15,64424,3.4,170.0,Yes,No,No,375
DVC-10121,host-402,192.168.126.64,Windows Server 2019,Server,2024-09-05,CVE-2024-34333,2023-06-28,60375,4.5,337.5,No,Yes,Yes,150
DVC-10359,host-394,192.168.180.35,Linux Ubuntu,Workstation,2024-07-04,CVE-2024-34333,2023-06-28,60375,4.5,337.5,Yes,No,No,213
DVC-10409,host-974,192.168.86.110,Linux RHEL,Server,2024-12-06,CVE-2016-43525,2023-01-28,74762,1.7,85.0,Yes,Yes,Yes,58
DVC-10275,host-706,192.168.18.75,macOS Ventura,Workstation,2024-04-18,CVE-2019-26456,2023-10-19,32730,0.3,15.0,Yes,No,No,290
DVC-10312,host-486,192.168.206.49,Windows Server 2019,Server,2024-11-10,CVE-2022-96637,2023-11-17,41533,6.8,510.0,No,No,Yes,84
DVC-10432,host-515,192.168.156.84,macOS Ventura,Workstation,2024-12-13,CVE-2020-16797,2023-03-14,26060,6.0,450.0,No,Yes,Yes,51
DVC-10449,host-818,192.168.127.211,Linux Ubuntu,Workstation,2024-02-06,CVE-2021-19761,2023-04-27,96501,9.1,1137.5,Yes,Yes,Yes,362
DVC-10190,host-594,192.168.226.138,macOS Ventura,Workstation,2024-02-28,CVE-2016-25931,2023-08-19,14291,6.9,517.5,Yes,No,Yes,340
DVC-10369,host-982,192.168.211.71,Linux RHEL,Server,2024-05-11,CVE-2019-25998,2023-12-20,87779,9.1,1137.5,No,No,Yes,267
DVC-10182,host-677,192.168.36.125,Linux Ubuntu,Workstation,2024-12-20,CVE-2019-48374,2023-12-26,22723,8.7,870.0,No,No,Yes,44
DVC-10285,host-676,192.168.141.219,Linux Ubuntu,Workstation,2024-11-05,CVE-2023-64127,2023-02-06,54667,2.2,110.0,No,No,Yes,89
DVC-10298,host-962,192.168.14.61,macOS Ventura,Workstation,2024-03-16,CVE-2018-80275,2023-03-29,44550,7.3,730.0,Yes,Yes,Yes,323
DVC-10227,host-433,192.168.21.99,Windows Server 2019,Server,2024-06-03,CVE-2020-94067,2023-09-24,19558,4.0,300.0,No,Yes,No,244
DVC-10072,host-693,192.168.187.80,Windows 10,Workstation,2024-09-19,CVE-2024-71704,2023-07-15,64424,3.4,170.0,No,Yes,No,136
DVC-10314,host-721,192.168.164.222,Windows Server 2019,Server,2024-12-01,CVE-2018-97154,2023-08-29,38384,5.8,435.0,No,Yes,No,63
DVC-10025,host-325,192.168.49.124,Windows Server 2019,Server,2024-12-10,CVE-2023-58320,2023-09-07,91512,2.6,130.0,No,No,Yes,54
DVC-10035,host-784,192.168.122.225,Linux RHEL,Server,2024-10-24,CVE-2024-6930,2023-03-10,27055,5.0,375.0,Yes,No,No,101
DVC-10228,host-434,192.168.31.197,Linux Ubuntu,Workstation,2024-07-28,CVE-2023-10441,2023-09-30,87375,9.3,1162.5,No,No,No,189
DVC-10253,host-189,192.168.24.15,Linux Ubuntu,Workstation,2024-11-07,CVE-2019-62936,2023-11-19,54297,7.5,750.0,Yes,Yes,No,87
DVC-10154,host-303,192.168.10.48,Windows 10,Workstation,2024-11-19,CVE-2019-52729,2023-03-16,83872,7.9,790.0,No,No,No,75
DVC-10412,host-463,192.168.98.168,Linux Ubuntu,Workstation,2024-06-24,CVE-2023-10441,2023-09-30,87375,9.3,1162.5,Yes,Yes,No,223
DVC-10161,host-535,192.168.177.106,Linux RHEL,Server,2024-01-29,CVE-2017-9444,2023-04-03,47856,8.6,860.0,Yes,No,No,370
DVC-10035,host-784,192.168.122.225,Linux RHEL,Server,2024-11-13,CVE-2018-86162,2023-10-11,69202,9.6,1200.0,No,Yes,Yes,81
DVC-10473,host-443,192.168.73.115,Linux RHEL,Server,2024-02-27,CVE-2016-3109,2023-06-16,28026,5.8,435.0,No,No,No,341
DVC-10471,host-130,192.168.161.204,Linux RHEL,Server,2024-08-21,CVE-2017-1879,2023-12-20,42909,3.0,150.0,No,No,No,165
DVC-10156,host-632,192.168.244.160,Windows Server 2019,Server,2024-04-04,CVE-2024-75063,2023-05-04,71429,8.7,870.0,No,No,No,304
DVC-10018,host-193,192.168.105.161,Linux Ubuntu,Workstation,2024-10-15,CVE-2023-63510,2023-12-30,44031,4.1,307.5,No,No,Yes,110
DVC-10190,host-594,192.168.226.138,macOS Ventura,Workstation,2024-07-07,CVE-2023-75366,2023-01-08,17977,9.2,1150.0,No,Yes,Yes,210
DVC-10308,host-931,192.168.91.68,Linux Ubuntu,Workstation,2024-03-31,CVE-2023-58320,2023-09-07,91512,2.6,130.0,No,No,Yes,308
DVC-10153,host-759,192.168.93.244,macOS Ventura,Workstation,2024-09-13,CVE-2023-46108,2023-08-29,15750,8.6,860.0,Yes,No,Yes,142
DVC-10205,host-323,192.168.26.97,macOS Ventura,Workstation,2024-05-12,CVE-2017-32033,2023-04-04,31397,6.9,517.5,Yes,Yes,No,266
DVC-10346,host-825,192.168.117.209,Linux RHEL,Server,2024-12-19,CVE-2016-97194,2023-02-28,84789,1.5,75.0,No,Yes,Yes,45
DVC-10306,host-513,192.168.79.78,Linux RHEL,Server,2024-09-27,CVE-2017-73719,2023-02-12,83379,7.7,770.0,No,No,Yes,128
DVC-10190,host-594,192.168.226.138,macOS Ventura,Workstation,2024-11-29,CVE-2022-92034,2023-07-30,81413,6.3,472.5,No,Yes,Yes,65
DVC-10163,host-359,192.168.124.77,Windows Server 2019,Server,2024-05-31,CVE-2024-10372,2023-06-13,94627,7.5,750.0,Yes,No,No,247
DVC-10286,host-158,192.168.145.201,Linux Ubuntu,Workstation,2024-10-03,CVE-2023-1049,2023-03-18,65129,5.8,435.0,Yes,Yes,Yes,122
DVC-10076,host-777,192.168.253.208,Windows 10,Workstation,2024-05-30,CVE-2016-25931,2023-08-19,14291,6.9,517.5,No,Yes,No,248
DVC-10448,host-115,192.168.253.202,Linux RHEL,Server,2024-03-23,CVE-2018-74745,2023-09-22,60875,6.1,457.5,Yes,No,No,316
DVC-10286,host-158,192.168.145.201,Linux Ubuntu,Workstation,2024-07-16,CVE-2020-94067,2023-09-24,19558,4.0,300.0,Yes,No,No,201
DVC-10414,host-918,192.168.123.140,Linux RHEL,Server,2024-09-24,CVE-2017-43184,2023-04-01,91319,3.7,185.0,Yes,Yes,No,131
DVC-10144,host-759,192.168.89.202,Windows Server 2019,Server,2024-01-18,CVE-2020-64509,2023-08-25,65611,3.1,155.0,Yes,No,Yes,381
DVC-10240,host-688,192.168.174.101,macOS Ventura,Workstation,2024-07-06,CVE-2019-7644,2023-01-18,48301,0.6,30.0,No,No,No,211
DVC-10465,host-106,192.168.88.219,Windows 10,Workstation,2024-12-10,CVE-2017-53063,2023-12-03,61140,7.7,770.0,Yes,Yes,Yes,54
DVC-10245,host-161,192.168.69.232,Windows Server 2019,Server,2024-09-06,CVE-2023-44258,2023-12-04,56328,3.2,160.0,No,Yes,Yes,149
DVC-10317,host-622,192.168.176.183,macOS Ventura,Workstation,2024-05-26,CVE-2017-4661,2023-01-19,82865,2.7,135.0,No,No,Yes,252
DVC-10488,host-345,192.168.11.68,Linux Ubuntu,Workstation,2024-03-04,CVE-2023-80559,2023-12-05,15065,4.8,360.0,No,Yes,No,335
DVC-10206,host-956,192.168.139.136,Linux RHEL,Server,2024-05-26,CVE-2022-92034,2023-07-30,81413,6.3,472.5,Yes,Yes,No,252
DVC-10332,host-493,192.168.74.106,Linux RHEL,Server,2024-12-16,CVE-2024-80871,2023-11-15,79813,4.2,315.0,No,Yes,Yes,48
